image_id,manga,page_id,iou,precision,recall,f1,inference_time_seconds
ARMS/000,ARMS,000,0.0479,0.5969,0.0495,0.0915,0.2609
ARMS/001,ARMS,001,0.0013,0.0059,0.0017,0.0027,0.2306
ARMS/002,ARMS,002,0.2133,0.7212,0.2324,0.3516,0.3564
ARMS/003,ARMS,003,0.3334,0.5221,0.4798,0.5,0.3986
ARMS/004,ARMS,004,0.1952,0.3417,0.3128,0.3266,0.4331
ARMS/005,ARMS,005,0.2018,0.6287,0.2291,0.3359,0.4433
ARMS/006,ARMS,006,0.3432,0.6135,0.4378,0.511,0.3452
ARMS/007,ARMS,007,0.4053,0.6625,0.5107,0.5768,0.5666
ARMS/008,ARMS,008,0.2395,0.5646,0.2937,0.3864,0.6608
ARMS/009,ARMS,009,0.38,0.5758,0.5277,0.5507,0.9963
AisazuNihaIrarenai/000,AisazuNihaIrarenai,000,0.0503,0.2283,0.0606,0.0958,0.4526
AisazuNihaIrarenai/001,AisazuNihaIrarenai,001,0.0305,0.1218,0.0391,0.0591,0.7882
AisazuNihaIrarenai/002,AisazuNihaIrarenai,002,0.1854,0.373,0.2694,0.3128,0.7513
AisazuNihaIrarenai/003,AisazuNihaIrarenai,003,0.2314,0.4505,0.3224,0.3758,1.4624
AisazuNihaIrarenai/004,AisazuNihaIrarenai,004,0.2162,0.5626,0.2599,0.3556,0.6713
AisazuNihaIrarenai/005,AisazuNihaIrarenai,005,0.2311,0.5492,0.2852,0.3754,0.7022
AisazuNihaIrarenai/006,AisazuNihaIrarenai,006,0.119,0.3588,0.1512,0.2128,0.3312
AisazuNihaIrarenai/007,AisazuNihaIrarenai,007,0.1869,0.415,0.2537,0.3149,0.355
AisazuNihaIrarenai/008,AisazuNihaIrarenai,008,0.2173,0.4526,0.2949,0.3571,0.357
AisazuNihaIrarenai/009,AisazuNihaIrarenai,009,0.0958,0.2789,0.1273,0.1748,0.3854
AkkeraKanjinchou/000,AkkeraKanjinchou,000,0.1368,0.7171,0.1446,0.2407,0.4303
AkkeraKanjinchou/001,AkkeraKanjinchou,001,0.3092,0.5754,0.4006,0.4723,0.6049
AkkeraKanjinchou/002,AkkeraKanjinchou,002,0.0351,0.0853,0.0563,0.0679,0.2443
AkkeraKanjinchou/003,AkkeraKanjinchou,003,0.222,0.4363,0.3112,0.3633,0.5381
AkkeraKanjinchou/004,AkkeraKanjinchou,004,0.3033,0.5963,0.3817,0.4655,0.5021
AkkeraKanjinchou/005,AkkeraKanjinchou,005,0.2361,0.4686,0.3225,0.3821,0.4224
AkkeraKanjinchou/006,AkkeraKanjinchou,006,0.0815,0.3364,0.0971,0.1507,0.3732
AkkeraKanjinchou/007,AkkeraKanjinchou,007,0.2004,0.4179,0.278,0.3339,0.5141
AkkeraKanjinchou/008,AkkeraKanjinchou,008,0.2442,0.4994,0.3234,0.3926,0.4278
AkkeraKanjinchou/009,AkkeraKanjinchou,009,0.2532,0.6648,0.2903,0.4041,0.519
Akuhamu/000,Akuhamu,000,0.0105,0.2637,0.0109,0.0209,0.3659
Akuhamu/001,Akuhamu,001,0.0662,0.3929,0.0738,0.1243,0.3502
Akuhamu/002,Akuhamu,002,0.1773,0.4245,0.2334,0.3012,0.3737
Akuhamu/003,Akuhamu,003,0.0777,0.2465,0.1019,0.1441,0.2755
Akuhamu/004,Akuhamu,004,0.244,0.6008,0.2912,0.3923,0.3164
Akuhamu/005,Akuhamu,005,0.1196,0.3124,0.1623,0.2136,0.427
Akuhamu/006,Akuhamu,006,0.2066,0.5022,0.2599,0.3425,0.4015
Akuhamu/007,Akuhamu,007,0.0831,0.2221,0.1172,0.1534,0.4655
Akuhamu/008,Akuhamu,008,0.1346,0.3425,0.1814,0.2372,0.3111
Akuhamu/009,Akuhamu,009,0.1744,0.3806,0.2435,0.297,0.2703
AosugiruHaru/000,AosugiruHaru,000,0.0151,0.078,0.0183,0.0297,0.2717
AosugiruHaru/001,AosugiruHaru,001,0.0179,0.0552,0.0258,0.0352,0.2194
AosugiruHaru/002,AosugiruHaru,002,0.1132,0.7775,0.117,0.2034,0.2842
AosugiruHaru/003,AosugiruHaru,003,0.0304,0.1154,0.0397,0.0591,0.2373
AosugiruHaru/004,AosugiruHaru,004,0.1623,0.3471,0.2337,0.2793,0.3512
AosugiruHaru/005,AosugiruHaru,005,0.176,0.38,0.2469,0.2993,0.2693
AosugiruHaru/006,AosugiruHaru,006,0.0354,0.12,0.0477,0.0683,0.2165
AosugiruHaru/007,AosugiruHaru,007,0.1182,0.4822,0.1354,0.2114,0.2759
AosugiruHaru/008,AosugiruHaru,008,0.1623,0.3524,0.2312,0.2792,0.2375
AosugiruHaru/009,AosugiruHaru,009,0.0288,0.0845,0.0419,0.056,0.2051
AppareKappore/000,AppareKappore,000,0.0292,0.8169,0.0294,0.0567,0.3425
AppareKappore/001,AppareKappore,001,0.162,0.3206,0.2468,0.2789,0.4683
AppareKappore/002,AppareKappore,002,0.1525,0.3841,0.2019,0.2647,0.3181
AppareKappore/003,AppareKappore,003,0.0944,0.294,0.1221,0.1725,0.3132
AppareKappore/004,AppareKappore,004,0.1532,0.3344,0.2204,0.2657,0.3226
AppareKappore/005,AppareKappore,005,0.2284,0.4685,0.3082,0.3718,0.3335
AppareKappore/006,AppareKappore,006,0.0387,0.1911,0.0464,0.0746,0.3336
AppareKappore/007,AppareKappore,007,0.6743,0.7794,0.8334,0.8055,0.3036
AppareKappore/008,AppareKappore,008,0.1148,0.2836,0.1618,0.206,0.2703
AppareKappore/009,AppareKappore,009,0.2391,0.5234,0.3056,0.3859,0.3946
Arisa/000,Arisa,000,0.0903,0.768,0.0929,0.1657,0.2945
Arisa/001,Arisa,001,0.0345,0.7214,0.035,0.0667,0.2591
Arisa/002,Arisa,002,0.1801,0.4354,0.235,0.3052,0.5055
Arisa/003,Arisa,003,0.0656,0.1984,0.0893,0.1231,0.401
Arisa/004,Arisa,004,0.3263,0.5682,0.4338,0.492,0.4864
Arisa/005,Arisa,005,0.1291,0.3609,0.1674,0.2287,0.3867
Arisa/006,Arisa,006,0.4155,0.6697,0.5226,0.5871,0.4368
Arisa/007,Arisa,007,0.2659,0.4932,0.3659,0.4201,0.3487
Arisa/008,Arisa,008,0.2061,0.3993,0.2986,0.3417,0.4257
Arisa/009,Arisa,009,0.0757,0.1808,0.1152,0.1408,0.5128
BEMADER_P/000,BEMADER_P,000,0.0499,0.2706,0.0576,0.095,0.3081
BEMADER_P/001,BEMADER_P,001,0.079,0.2593,0.102,0.1464,0.3626
BEMADER_P/002,BEMADER_P,002,0.1948,0.3006,0.3562,0.326,0.3026
BEMADER_P/003,BEMADER_P,003,0.001,0.0079,0.0011,0.002,0.1926
BEMADER_P/004,BEMADER_P,004,0.0721,0.1593,0.1164,0.1345,0.4201
BEMADER_P/005,BEMADER_P,005,0.0704,0.1544,0.1147,0.1316,0.5306
BEMADER_P/006,BEMADER_P,006,0.0995,0.256,0.14,0.181,0.4503
BEMADER_P/007,BEMADER_P,007,0.2076,0.5035,0.2611,0.3439,0.4714
BEMADER_P/008,BEMADER_P,008,0.1028,0.417,0.1201,0.1865,0.3519
BEMADER_P/009,BEMADER_P,009,0.0209,0.0491,0.0351,0.0409,0.4167
BakuretsuKungFuGirl/000,BakuretsuKungFuGirl,000,0.1969,0.7985,0.2072,0.329,0.4339
BakuretsuKungFuGirl/001,BakuretsuKungFuGirl,001,0.3859,0.7661,0.4374,0.5569,0.4225
BakuretsuKungFuGirl/002,BakuretsuKungFuGirl,002,0.0736,0.1741,0.113,0.1371,0.396
BakuretsuKungFuGirl/003,BakuretsuKungFuGirl,003,0.2619,0.6386,0.3075,0.4151,0.3339
BakuretsuKungFuGirl/004,BakuretsuKungFuGirl,004,0.1434,0.3154,0.2082,0.2508,0.3312
BakuretsuKungFuGirl/005,BakuretsuKungFuGirl,005,0.2736,0.4527,0.4089,0.4297,0.3576
BakuretsuKungFuGirl/006,BakuretsuKungFuGirl,006,0.1069,0.2285,0.1672,0.1931,0.3722
BakuretsuKungFuGirl/007,BakuretsuKungFuGirl,007,0.1817,0.3623,0.2672,0.3075,0.366
BakuretsuKungFuGirl/008,BakuretsuKungFuGirl,008,0.128,0.2628,0.1998,0.227,0.3274
BakuretsuKungFuGirl/009,BakuretsuKungFuGirl,009,0.119,0.2417,0.1899,0.2127,0.4371
BurariTessenTorimonocho/000,BurariTessenTorimonocho,000,0.1107,0.8475,0.1129,0.1993,0.4144
BurariTessenTorimonocho/001,BurariTessenTorimonocho,001,0.0837,0.3279,0.101,0.1545,0.361
BurariTessenTorimonocho/002,BurariTessenTorimonocho,002,0.0533,0.1992,0.0678,0.1012,0.396
BurariTessenTorimonocho/003,BurariTessenTorimonocho,003,0.1019,0.2431,0.1492,0.1849,0.2864
