manga,stem,method,iou,precision,recall,f1,tp,fp,fn,inference_time_seconds
HanzaiKousyouninMinegishiEitarou,003,standin,0.0037321955320565466,0.00376716456398714,0.2867658825412066,0.007436636084146311,5376,1421692,13371,0.0
HanzaiKousyouninMinegishiEitarou,004,standin,0.002467108532895443,0.0024788964216800567,0.3415909716487751,0.0049220737755796135,3723,1498155,7176,0.0
HanzaiKousyouninMinegishiEitarou,005,standin,0.0022621468569816675,0.002274854301655619,0.28823786620026237,0.004514082197108988,3296,1445588,8139,0.0
HanzaiKousyouninMinegishiEitarou,006,standin,0.0015513560393943982,0.0015569323959081006,0.30223263506063947,0.0030979061234147603,2193,1406346,5063,0.0
HanzaiKousyouninMinegishiEitarou,007,standin,0.004452276572325619,0.004502275457206178,0.28618155748723006,0.008865083341776932,6387,1412229,15931,0.0
HanzaiKousyouninMinegishiEitarou,008,standin,0.0018527656598641797,0.0018614420341394025,0.28443396226415096,0.003698678535151554,3015,1616697,7585,0.0
HanzaiKousyouninMinegishiEitarou,009,standin,0.0028400578000039953,0.0028611737051092577,0.27788636955955176,0.005664029429048569,4265,1486382,11083,0.0
HaruichibanNoFukukoro,000,standin,0.06585349500686451,0.06876459926848259,0.6086959039940691,0.12356950615701716,105095,1423235,67561,0.0
HaruichibanNoFukukoro,001,standin,0.027520154953360257,0.02957704741919926,0.2835267714010901,0.053566160859607505,44216,1450727,111734,0.0
HaruichibanNoFukukoro,002,standin,0.003767271529206139,0.0038050856808058827,0.27488171859682026,0.0075062649202874,6449,1688388,17012,0.0
HaruichibanNoFukukoro,003,standin,0.002937391772035779,0.0029623706061865703,0.25835866261398177,0.0058575775439897795,4675,1573453,13420,0.0
HaruichibanNoFukukoro,004,standin,0.001882966791561034,0.0018950837681955507,0.2274975272007913,0.003758855782509336,2760,1453640,9372,0.0
HaruichibanNoFukukoro,005,standin,0.0024158085526892257,0.0024390883235691162,0.2019862158788734,0.004819972973445471,3722,1522258,14705,0.0
HaruichibanNoFukukoro,006,standin,0.002766985130993064,0.0028103023550576497,0.1521934680321063,0.005518700100864625,4399,1560913,24505,0.0
HaruichibanNoFukukoro,007,standin,0.0062092711637294976,0.006405276514499357,0.16868491383282647,0.012341908073552486,9152,1419670,45103,0.0
HaruichibanNoFukukoro,008,standin,0.0046667427172887264,0.004769540777391504,0.17798562155370978,0.009290130784396708,7650,1596278,35331,0.0
HaruichibanNoFukukoro,009,standin,0.005995376756081696,0.006110297610952308,0.24171873869092136,0.01191929286079684,10019,1629672,31430,0.0
HarukaRefrain,000,standin,0.07021808218126942,0.07525693446789701,0.5118928305053142,0.1312220067112941,87849,1079472,83767,0.0
HarukaRefrain,001,standin,0.008295713552182489,0.008600692294907031,0.1895924598433559,0.016454921786698957,14282,1646282,61048,0.0
HarukaRefrain,002,standin,0.001580036326304983,0.001585266215067572,0.32383788683154213,0.003155087499747694,2501,1575152,5222,0.0
HarukaRefrain,003,standin,0.001308170150809107,0.0013128267000765816,0.2694405683115565,0.0026129221548488527,2124,1615759,5759,0.0
HarukaRefrain,004,standin,0.001701224857911445,0.0017128198254819532,0.2008353390910378,0.0033966712143189384,2837,1653496,11289,0.0
HarukaRefrain,005,standin,0.001916453591964179,0.0019300126478730278,0.21432465585389124,0.0038255756457407477,3145,1626378,11529,0.0
HarukaRefrain,006,standin,0.00028776317496001036,0.00028936914808635973,0.049294144873871786,0.000575360782274566,426,1471742,8216,0.0
HarukaRefrain,007,standin,0.0007034897212704573,0.0007061180658772115,0.15895432692307693,0.0014059903427865587,1058,1497275,5598,0.0
HarukaRefrain,008,standin,0.0009602176322366469,0.0009648195117678354,0.16758026624902114,0.0019185929976478667,1498,1551124,7441,0.0
HarukaRefrain,009,standin,0.0001095192300214891,0.00010960382433036279,0.12426470588235294,0.0002190144737464499,169,1541748,1191,0.0
HealingPlanet,000,standin,0.009516659300206462,0.010641063483509669,0.0826219512195122,0.018853892528734255,7859,730695,87261,0.0
HealingPlanet,001,standin,0.036938233351906775,0.03808557602778505,0.5507939140793462,0.07124480931232288,36527,922550,29790,0.0
HealingPlanet,002,standin,0.00035749256946108554,0.0003584576686697356,0.11721611721611722,0.0007147296283908477,640,1784787,4820,0.0
HealingPlanet,003,standin,0.004866325295831703,0.00488608421496514,0.5461496019547568,0.009685517711819155,6929,1411180,5758,0.0
HealingPlanet,004,standin,0.000958053235824804,0.0009662236696307848,0.1017678909256964,0.001914272496689904,1560,1612973,13769,0.0
HealingPlanet,005,standin,0.004470804607578288,0.004545997889618171,0.21278046009656348,0.00890181095771105,7492,1640551,27718,0.0
HealingPlanet,006,standin,0.0031207669671633425,0.0031739829596604285,0.15692434162238336,0.006222116159749487,5345,1678659,28716,0.0
HealingPlanet,007,standin,0.004954324626917614,0.00501866723966587,0.2787245944434085,0.009859800600901683,7474,1481766,19341,0.0
HealingPlanet,008,standin,0.0037026457798253216,0.003762982681727431,0.18759945954060953,0.007377973537069949,6248,1654137,27057,0.0
HealingPlanet,009,standin,0.0039086301289486865,0.003955168665564456,0.24935214511949325,0.007786824441277362,6928,1744704,20856,0.0
ToutaMairimasu,000,standin,0.09383571810706588,0.11203198091925759,0.36617963392595854,0.17157186687860768,121375,962021,210088,0.0
ToutaMairimasu,001,standin,0.0019368217645336768,0.001946903248978715,0.27221526908635796,0.0038661554749983063,1740,891987,4652,0.0
ToutaMairimasu,002,standin,0.0013106765371016836,0.0013127051801480767,0.4589094703887295,0.00261792182549073,1759,1338222,2074,0.0
ToutaMairimasu,003,standin,0.0032132989987036526,0.0032267926282102256,0.4345205044816372,0.006406013560447836,5478,1692183,7129,0.0
ToutaMairimasu,004,standin,0.0056365514408434625,0.005669927320625029,0.4891555145362252,0.011209917604461758,8480,1487130,8856,0.0
ToutaMairimasu,005,standin,0.008317897133296167,0.008392044492351198,0.48491437890731176,0.01649856093389676,12488,1475588,13265,0.0
ToutaMairimasu,006,standin,0.005050018864325737,0.005079775205211852,0.46297209888724444,0.010049288631489395,8446,1654226,9797,0.0
ToutaMairimasu,007,standin,0.010458119236878649,0.010575071050469405,0.4860326549562795,0.02069975793707682,12562,1175326,13284,0.0
ToutaMairimasu,008,standin,0.009527129236444748,0.009647010205913535,0.43396111415859084,0.01887443925088093,14240,1461865,18574,0.0
ToutaMairimasu,009,standin,0.0008155429447220203,0.0008162433763447876,0.4872813990461049,0.001629756752822663,1226,1500777,1290,0.0
TouyouKidan,000,standin,0.0,0.0,0.0,0.0,0,1615925,1596,0.0
TouyouKidan,001,standin,0.01497497994908812,0.015220411877060452,0.4815080852853063,0.029508077036222657,27484,1778249,29595,0.0
TouyouKidan,002,standin,0.002299927944183104,0.0023071738061139517,0.42274146656616773,0.004589300827149583,3926,1697723,5361,0.0
TouyouKidan,003,standin,0.0016765036594307526,0.0016865801894069723,0.21912109522728992,0.003347395398226816,2897,1714780,10324,0.0
TouyouKidan,004,standin,0.0018573747364269352,0.0018640605950622185,0.34117253678109677,0.003707862582566868,3061,1639053,5911,0.0
TouyouKidan,005,standin,0.0007409738285344851,0.0007432108183932373,0.19754701553556828,0.0014808503856891992,1208,1624172,4907,0.0
TouyouKidan,006,standin,0.0010342174231034902,0.0010370419413119568,0.27521540800810945,0.0020662978449743873,1629,1569185,4290,0.0
TouyouKidan,007,standin,0.0017870233473119368,0.0017964023569096669,0.25499691820022896,0.0035676711829244557,2896,1609215,8461,0.0
TouyouKidan,008,standin,0.0017980112598141198,0.001816398379417932,0.1508290337123679,0.0035895684351639414,3011,1654665,16952,0.0
TouyouKidan,009,standin,0.0005690341311514708,0.0005717344232781062,0.10752688172043011,0.0011374210309148616,940,1643180,7802,0.0
TsubasaNoKioku,000,standin,0.0004938530414292309,0.0005228797227243528,0.00881770739607702,0.00098721854197895,490,936628,55080,0.0
TsubasaNoKioku,001,standin,1.9368434100839817e-05,1.9935435768690468e-05,0.0006805190091643227,3.873611794373192e-05,30,1504828,44054,0.0
TsubasaNoKioku,002,standin,1.3993584577543222e-05,1.4016247379121015e-05,0.00858034321372855,2.798677751974817e-05,22,1569585,2542,0.0
TsubasaNoKioku,003,standin,4.0558764580030895e-06,4.0609631792468535e-06,0.0032275416890801506,8.11172001587193e-06,6,1477476,1853,0.0
TsubasaNoKioku,004,standin,2.1713124837575648e-05,2.1785780421119136e-05,0.006468566808166565,4.342530677604416e-05,32,1468816,4915,0.0
TsubasaNoKioku,005,standin,0.0008826844471000421,0.000890782580528614,0.0885010521104097,0.00176381200477586,1430,1603900,14728,0.0
TsubasaNoKioku,006,standin,2.1583370444739737e-06,2.1616231195680214e-06,0.0014177693761814746,4.316664772130462e-06,3,1387843,2113,0.0
TsubasaNoKioku,007,standin,9.46520893434593e-06,9.491287337199e-06,0.0034330554193231977,1.8930238690027484e-05,14,1475023,4064,0.0
TsubasaNoKioku,008,standin,1.9730054664980488e-05,1.9824508336205756e-05,0.004123985632566184,3.945933079520735e-05,31,1563690,7486,0.0
TsubasaNoKioku,009,standin,6.344610031716706e-06,6.348851619719025e-06,0.00940733772342427,1.2689139555791294e-05,10,1575078,1053,0.0
UchiNoNyan'sDiary,000,standin,1.8608274727605873e-06,1.8625372973093786e-06,0.0020229265003371545,3.7216480201762944e-06,3,1610703,1480,0.0
UchiNoNyan'sDiary,001,standin,0.00023624787872849348,0.00023834201290443092,0.026184289426344192,0.00047238415770178496,393,1648498,14616,0.0
UchiNoNyan'sDiary,002,standin,0.00010095239678805104,0.00010149932413391224,0.018390307226308956,0.00020188441286074965,170,1674718,9074,0.0
UchiNoNyan'sDiary,003,standin,0.000908599687540379,0.0009127236748249335,0.16742424242424242,0.00181554976712963,1547,1693380,7693,0.0
UchiNoNyan'sDiary,004,standin,0.0020297996532882756,0.0020439040408535294,0.22728823971059997,0.004051375825330953,3330,1625905,11321,0.0
UchiNoNyan'sDiary,005,standin,0.0015090890579047829,0.0015359885268387045,0.07933431770641072,0.0030136302793304574,2579,1676470,29929,0.0
UchiNoNyan'sDiary,006,standin,8.145013282380267e-05,8.201063180452967e-05,0.011777198571290665,0.00016288699847994385,122,1487490,10237,0.0
UchiNoNyan'sDiary,007,standin,0.00044263330789907446,0.0004449065954816114,0.07972190034762457,0.0008848749406760803,688,1545704,7942,0.0
UchiNoNyan'sDiary,008,standin,0.0019092594861050685,0.0019264524222368869,0.17622977451426344,0.0038112423216536745,2712,1405057,12677,0.0
UchiNoNyan'sDiary,009,standin,6.603180248514938e-05,6.608749591860638e-05,0.07266187050359713,0.00013205488514820548,101,1528176,1289,0.0
UchuKigekiM774,000,standin,0.09008001842930802,0.09626297640489098,0.5837605242648108,0.16527230461320436,53180,499265,37919,0.0
UchuKigekiM774,001,standin,0.05215538770639638,0.05304778294424221,0.7561177210179515,0.09914008580061622,64949,1159400,20949,0.0
UchuKigekiM774,002,standin,0.07767732842926628,0.08107829316095314,0.6493456735431807,0.14415693154180456,54234,614675,29287,0.0
UchuKigekiM774,003,standin,0.0016344288007724952,0.001653456143710561,0.124366373902133,0.0032635236045736745,2478,1496201,17447,0.0
UchuKigekiM774,004,standin,0.0038688552067619665,0.003946732846551296,0.16392735758129154,0.007707889704308273,6463,1631094,32963,0.0
UchuKigekiM774,005,standin,0.002832598332217962,0.0028837891838171354,0.13761269606026924,0.005649194764766871,4457,1541079,27931,0.0
UchuKigekiM774,006,standin,0.002844036868156536,0.002895810874465334,0.13724080067122138,0.00567194252266455,4580,1577015,28792,0.0
UchuKigekiM774,007,standin,0.004920239345369039,0.005023966812716037,0.19244668036562035,0.009792298239657727,8148,1613678,34191,0.0
UchuKigekiM774,008,standin,0.0028681843694694127,0.0029148769945107245,0.15186093633358216,0.005719962830953139,4272,1461313,23859,0.0
UchuKigekiM774,009,standin,0.0018193576903548373,0.0018388738953942726,0.14633900694934032,0.003632107278400523,2906,1577409,16952,0.0
UltraEleven,000,standin,0.009391530013041953,0.010961397891171076,0.06153966284628532,0.01860829962169508,14186,1279992,216332,0.0
UltraEleven,001,standin,0.0010296935478506905,0.001039089783165842,0.10222871293415454,0.0020572687393542732,1610,1547823,14139,0.0
UltraEleven,002,standin,0.01274576583467563,0.01297267732391915,0.42152518118450816,0.02517071167248167,18263,1389542,25063,0.0
UltraEleven,003,standin,2.135320985009335e-06,2.1387614147479006e-06,0.0013256738842244808,4.270632850846724e-06,3,1402678,2260,0.0
UltraEleven,004,standin,0.002560143015353398,0.002607051400694477,0.12456279284630106,0.005107210840545437,3775,1444221,26531,0.0
UltraEleven,005,standin,0.002260424376447449,0.0023063517176493517,0.10194104123621336,0.00451065276343474,3503,1515346,30860,0.0
UltraEleven,006,standin,0.003514100868173279,0.0035836224627520774,0.1533610260452988,0.007003590413195218,5058,1406363,27923,0.0
UltraEleven,007,standin,0.0024854053505254073,0.0025299100545322388,0.12379475423100263,0.004958486851300083,3672,1447763,25990,0.0
UltraEleven,008,standin,0.0034767475832984005,0.0035328231800700756,0.17968160183817494,0.006929403380141196,5474,1543995,24991,0.0
UltraEleven,009,standin,0.0028329706873169414,0.0028789656041154784,0.15061649659863946,0.005649935273618484,4251,1472321,23973,0.0
UnbalanceTokyo,000,standin,0.00182098679356741,0.001903925014645577,0.0401251379170682,0.0036353536561370475,2873,1506115,68728,0.0
UnbalanceTokyo,001,standin,0.0006288354189038374,0.0006867227746232897,0.007404691214913474,0.0012568804668527892,626,910950,83915,0.0
UnbalanceTokyo,002,standin,0.004833256041738811,0.004935578975812216,0.1890578791719476,0.009620016082624652,7160,1443531,30712,0.0
UnbalanceTokyo,003,standin,0.0028295766765035106,0.0028603004569151573,0.20850126534820507,0.005643185526859039,4449,1550982,16889,0.0
UnbalanceTokyo,004,standin,0.0038454841422771308,0.003909722961669037,0.18965681148398136,0.007661506084400739,5985,1524814,25572,0.0
UnbalanceTokyo,005,standin,0.0022909335366380363,0.0023096422515604285,0.2204686464670803,0.004571394312735829,3660,1581001,12941,0.0
UnbalanceTokyo,006,standin,0.0026997251768808373,0.002743455511523121,0.14483815770711536,0.005384912569721895,4063,1476916,23989,0.0
UnbalanceTokyo,007,standin,0.0025320407533808605,0.002563368643382047,0.17162403331350387,0.005051291431001222,4039,1571622,19495,0.0
UnbalanceTokyo,008,standin,0.0036567709678206723,0.003718091227446867,0.18148490547993243,0.007286895427994708,5693,1525469,25676,0.0
UnbalanceTokyo,009,standin,0.001966545040989433,0.0019842814504318893,0.18033426183844012,0.003925370663765991,3237,1628084,14713,0.0
WarewareHaOniDearu,000,standin,0.007614940621268574,0.008023275810288322,0.1301504251144539,0.015114783066978745,9751,1205588,65170,0.0
WarewareHaOniDearu,001,standin,0.00038407799244551214,0.000384858706381485,0.15919335705812573,0.0007678610663541818,671,1742826,3544,0.0
WarewareHaOniDearu,002,standin,0.0014279047329079683,0.0014350370469504703,0.22317880794701986,0.002851737456404925,2359,1641501,8211,0.0
WarewareHaOniDearu,003,standin,0.0035133607056345635,0.003535103853899338,0.36355140186915885,0.007002120436471509,5835,1644753,10215,0.0
WarewareHaOniDearu,004,standin,0.0017549909479414264,0.001764241111826437,0.2507799376049916,0.0035038327012091295,3135,1773833,9366,0.0
WarewareHaOniDearu,005,standin,0.002450341890047448,0.0024695943121910554,0.2391481501602651,0.004888704781979537,4402,1778077,14005,0.0
WarewareHaOniDearu,006,standin,0.0026180672761596936,0.002638797322329289,0.24996020586830794,0.005222461795990312,4711,1780572,14136,0.0
WarewareHaOniDearu,007,standin,0.001696430567041416,0.0017171605765722963,0.12320928533744573,0.00338711512844485,3036,1764999,21605,0.0
WarewareHaOniDearu,008,standin,0.0020801337256398196,0.002098734657100643,0.19008701787394167,0.004151631502574705,3233,1537219,13775,0.0
WarewareHaOniDearu,009,standin,0.0018481675656968882,0.001875319430358206,0.11319912051669644,0.0036895162870589234,3295,1753739,25813,0.0
YamatoNoHane,000,standin,0.1214203161133406,0.1396150805385734,0.4823219371437388,0.21654738079681585,115669,712816,124148,0.0
YamatoNoHane,001,standin,0.0024446781449077464,0.002475199228451412,0.16545556176634993,0.00487743253708881,1776,715742,8958,0.0
YamatoNoHane,002,standin,0.009707894555882222,0.009863417348681057,0.38106738646588056,0.01922911489199006,8047,807796,13070,0.0
YamatoNoHane,003,standin,0.003121912742636464,0.0031597709841201253,0.2067048735295385,0.006224393471977578,4797,1513351,18410,0.0
YamatoNoHane,004,standin,0.0007624085384583052,0.0007647407178703495,0.2,0.0015236554290078664,1179,1540520,4716,0.0
YamatoNoHane,005,standin,0.0014259673914523662,0.0014346996362687371,0.1898144151920587,0.002847873807719953,2199,1530526,9386,0.0
YamatoNoHane,006,standin,0.0022062763873463807,0.0022260706447407045,0.1987942078914787,0.004402838895200989,3693,1655284,14884,0.0
YamatoNoHane,007,standin,0.0024196077749462077,0.002447279591759631,0.17626911888899316,0.00482753480913441,3757,1531417,17557,0.0
YamatoNoHane,008,standin,0.0022158157398449833,0.0022375896759674815,0.1854736735622882,0.004421833511396441,3667,1635150,16104,0.0
YamatoNoHane,009,standin,0.0014950500329674592,0.0015038629832691433,0.2032627502677762,0.0029856363901513932,2467,1637975,9670,0.0
YasasiiAkuma,000,standin,0.0017492209618740363,0.0017859894885876712,0.07831249210559556,0.003492333061550962,2480,1386106,29188,0.0
YasasiiAkuma,001,standin,0.0068712949371634545,0.00693814698053998,0.41627240621043515,0.013648804910248785,12494,1788275,17520,0.0
YasasiiAkuma,002,standin,0.002281718075825302,0.0023109120532714515,0.15298332409263446,0.004553047381140966,3587,1548614,19860,0.0
YasasiiAkuma,003,standin,0.004938645419299542,0.005021803566163348,0.22972512494320763,0.009828750126807884,8090,1602885,27126,0.0
YasasiiAkuma,004,standin,0.00430869392792405,0.00437755229282604,0.21502000615574024,0.008580417463225246,6986,1588883,25504,0.0
YasasiiAkuma,005,standin,0.0030343523950081626,0.003069070493273987,0.21150317873447966,0.006050345908418488,4957,1610190,18480,0.0
YasasiiAkuma,006,standin,0.002405488791914643,0.002426767230699376,0.21528106431087973,0.004799432602496432,4094,1682924,14923,0.0
YasasiiAkuma,007,standin,0.003738185550787591,0.003792893203514965,0.20582555519794013,0.007448527125101479,6395,1679653,24675,0.0
YasasiiAkuma,008,standin,0.004471744500461375,0.00454306351620767,0.22170070983630305,0.008903674045475993,7652,1676674,26863,0.0
YasasiiAkuma,009,standin,0.0028126190489005786,0.002842849595545255,0.2091709660202811,0.005609460821440712,4703,1649623,17781,0.0
YoumaKourin,000,standin,0.017619843837892793,0.020055259531094317,0.12671123255134278,0.03462952092490767,27314,1334623,188247,0.0
YoumaKourin,001,standin,0.001472783802506209,0.0014767101250695066,0.35646687697160884,0.0029412358005659928,2260,1528169,4080,0.0
YoumaKourin,002,standin,0.004070152655989359,0.004104534414966901,0.327007002943266,0.008107307333502341,6444,1563527,13262,0.0
YoumaKourin,003,standin,0.005963996899986323,0.006033583052705889,0.340855605984199,0.011857277036484773,8111,1336198,15685,0.0
YoumaKourin,004,standin,0.004275606760426938,0.004322662743460215,0.2820044726393136,0.008514807552120297,6179,1423264,15732,0.0
YoumaKourin,005,standin,0.0023277042850477097,0.00235488017341377,0.16784779416459172,0.004644597321008986,2629,1113776,13034,0.0
YoumaKourin,006,standin,0.003309731793520018,0.003338676706544477,0.27628738822078325,0.0065976272104996524,4480,1337369,11735,0.0
YoumaKourin,007,standin,0.00032514631584212893,0.0003255723218710786,0.1990330378726833,0.0006500812601575197,494,1516834,1988,0.0
YoumaKourin,008,standin,0.0006430886050956255,0.0006464996065088882,0.10864458538877143,0.001285350615856641,925,1429857,7589,0.0
YoumaKourin,009,standin,0.0005711520448281664,0.00057190986700496,0.30120481927710846,0.0011416520327633376,825,1441710,1914,0.0
YukiNoFuruMachi,000,standin,0.03164089234380036,0.03218119755952963,0.6533276136781468,0.06134090375559842,53305,1603097,28285,0.0
YukiNoFuruMachi,001,standin,0.0001690443787109266,0.00016906987416370794,0.5285234899328859,0.0003380316150774977,315,1862820,281,0.0
YukiNoFuruMachi,002,standin,0.0008126577602659607,0.0008178216676717337,0.11402714932126697,0.0016239957677686052,1386,1693360,10769,0.0
YukiNoFuruMachi,003,standin,0.0014682351640594457,0.0014821746699255134,0.1350349502224105,0.0029321652200360025,2550,1717895,16334,0.0
YukiNoFuruMachi,004,standin,0.001689064838823135,0.0017047769725967864,0.1548805314475517,0.003372433418937071,2891,1692932,15775,0.0
YukiNoFuruMachi,005,standin,0.002094253647613133,0.0021247949085303865,0.12717110615868973,0.004179753830520575,3595,1688333,24674,0.0
YukiNoFuruMachi,006,standin,0.001523374709578104,0.0015364659782945342,0.151673878387611,0.0030421151378915196,2664,1731185,14900,0.0
YukiNoFuruMachi,007,standin,0.0025381288479825437,0.002554829232464194,0.27968609288562973,0.0050634061188258445,4348,1697527,11198,0.0
YukiNoFuruMachi,008,standin,0.0028536174206218175,0.0028862785170879874,0.20139002452984464,0.0056909949190021005,4926,1701770,19534,0.0
YukiNoFuruMachi,009,standin,0.0032165753455045587,0.0032650400722930833,0.1781038885476937,0.006412524323368122,5510,1682065,25427,0.0
YumeNoKayoiji,000,standin,0.06676253662652648,0.07080553850351272,0.5390047353991858,0.12516850626879494,51904,681146,44392,0.0
YumeNoKayoiji,001,standin,0.014599763234003324,0.014818748925510229,0.49697306646898937,0.028779354703310906,24135,1604545,24429,0.0
YumeNoKayoiji,002,standin,0.003058139799298378,0.003073396560261218,0.38120597835423464,0.006097632186924439,4438,1439567,7204,0.0
YumeNoKayoiji,003,standin,0.001239240751096176,0.001242254734909257,0.3380859026911424,0.0024754138684507394,1897,1525165,3714,0.0
YumeNoKayoiji,004,standin,0.00145155628883119,0.0014622290472342744,0.16588226775758452,0.0028989046543805917,2291,1564495,11520,0.0
YumeNoKayoiji,005,standin,0.002326412298170995,0.002339622735833847,0.2917933130699088,0.004642025331522316,3744,1596514,9087,0.0
YumeNoKayoiji,006,standin,0.004168125320876036,0.0041987314126738715,0.36379038382894197,0.00830164833113805,6227,1476840,10890,0.0
YumeNoKayoiji,007,standin,0.00116464019752759,0.0011682639929614985,0.27297297297297296,0.002326570777205653,1616,1381633,4304,0.0
YumeNoKayoiji,008,standin,0.0005030284729746532,0.0005040290286549045,0.202170188463735,0.0010055511251023481,708,1403973,2794,0.0
YumeNoKayoiji,009,standin,0.001550202173289337,0.0015538590338036399,0.3971203750209275,0.0030956055321550804,2372,1524150,3601,0.0
YumeiroCooking,000,standin,0.003441413943722361,0.0035748659425271553,0.0844062153163152,0.006859222463615343,6084,1695798,65996,0.0
YumeiroCooking,001,standin,0.015129295813198955,0.01582055724196988,0.2571996027805363,0.029807623276361436,27195,1691771,78540,0.0
YumeiroCooking,002,standin,0.007400363174272247,0.007460923705863282,0.47690766919610184,0.014692000211224946,12381,1647065,13580,0.0
YumeiroCooking,003,standin,0.004368559770145048,0.004434872243895712,0.2261034047919294,0.008699116928042462,7172,1610011,24548,0.0
YumeiroCooking,004,standin,0.0022602820943942938,0.0022739049070953543,0.27393323015697546,0.004510369481410653,3717,1630916,9852,0.0
YumeiroCooking,005,standin,0.0022024910536390307,0.002221235522356007,0.2069767441860465,0.004395301495057152,3827,1719088,14663,0.0
YumeiroCooking,006,standin,0.002782041725904562,0.002805825450753418,0.24710384232321644,0.005548646884653706,4714,1675362,14363,0.0
YumeiroCooking,007,standin,0.0022281535956099542,0.002241238196096608,0.2762311085400246,0.004446399929230075,3820,1700595,10009,0.0
YumeiroCooking,008,standin,0.0026481418324339014,0.002681260537150785,0.17654210910269919,0.00528229539745453,4356,1620253,20318,0.0
YumeiroCooking,009,standin,0.0031675776728177637,0.0031936778036584057,0.27932747420710735,0.006315151612387669,5117,1597111,13202,0.0
